model_name,summary,capabilities,primary_version,version_name,size,context,input,usage_command,updated_at
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-128k-q3_K_M,6.3GB,128K,Text,ollama pull yarn-llama2:13b-128k-q3_K_M,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-128k-q3_K_L,6.9GB,128K,Text,ollama pull yarn-llama2:13b-128k-q3_K_L,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-128k-q4_0,7.4GB,128K,Text,ollama pull yarn-llama2:13b-128k-q4_0,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-128k-q4_1,8.2GB,128K,Text,ollama pull yarn-llama2:13b-128k-q4_1,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-128k-q4_K_S,7.4GB,128K,Text,ollama pull yarn-llama2:13b-128k-q4_K_S,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-128k-q4_K_M,7.9GB,128K,Text,ollama pull yarn-llama2:13b-128k-q4_K_M,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-128k-q5_0,9.0GB,128K,Text,ollama pull yarn-llama2:13b-128k-q5_0,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-128k-q5_1,9.8GB,128K,Text,ollama pull yarn-llama2:13b-128k-q5_1,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-128k-q5_K_S,9.0GB,128K,Text,ollama pull yarn-llama2:13b-128k-q5_K_S,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-128k-q5_K_M,9.2GB,128K,Text,ollama pull yarn-llama2:13b-128k-q5_K_M,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-128k-q6_K,11GB,128K,Text,ollama pull yarn-llama2:13b-128k-q6_K,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-128k-q8_0,14GB,128K,Text,ollama pull yarn-llama2:13b-128k-q8_0,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-128k-fp16,26GB,128K,Text,ollama pull yarn-llama2:13b-128k-fp16,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-64k,7.4GB,64K,Text,ollama pull yarn-llama2:13b-64k,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-64k-q2_K,5.4GB,64K,Text,ollama pull yarn-llama2:13b-64k-q2_K,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-64k-q3_K_S,5.7GB,64K,Text,ollama pull yarn-llama2:13b-64k-q3_K_S,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-64k-q3_K_M,6.3GB,64K,Text,ollama pull yarn-llama2:13b-64k-q3_K_M,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-64k-q3_K_L,6.9GB,64K,Text,ollama pull yarn-llama2:13b-64k-q3_K_L,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-64k-q4_0,7.4GB,64K,Text,ollama pull yarn-llama2:13b-64k-q4_0,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-64k-q4_1,8.2GB,64K,Text,ollama pull yarn-llama2:13b-64k-q4_1,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-64k-q4_K_S,7.4GB,64K,Text,ollama pull yarn-llama2:13b-64k-q4_K_S,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-64k-q4_K_M,7.9GB,64K,Text,ollama pull yarn-llama2:13b-64k-q4_K_M,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-64k-q5_0,9.0GB,64K,Text,ollama pull yarn-llama2:13b-64k-q5_0,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-64k-q5_1,9.8GB,64K,Text,ollama pull yarn-llama2:13b-64k-q5_1,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-64k-q5_K_S,9.0GB,64K,Text,ollama pull yarn-llama2:13b-64k-q5_K_S,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-64k-q5_K_M,9.2GB,64K,Text,ollama pull yarn-llama2:13b-64k-q5_K_M,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-64k-q6_K,11GB,64K,Text,ollama pull yarn-llama2:13b-64k-q6_K,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-64k-q8_0,14GB,64K,Text,ollama pull yarn-llama2:13b-64k-q8_0,2 years ago
yarn-llama2,An extension of Llama 2 that supports a context of up to 128k tokens.,,7b,yarn-llama2:13b-64k-fp16,26GB,64K,Text,ollama pull yarn-llama2:13b-64k-fp16,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:latest,7.4GB,16K,Text,ollama pull nexusraven:latest,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b,7.4GB,16K,Text,ollama pull nexusraven:13b,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-v2-q2_K,5.4GB,16K,Text,ollama pull nexusraven:13b-v2-q2_K,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-v2-q3_K_S,5.7GB,16K,Text,ollama pull nexusraven:13b-v2-q3_K_S,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-v2-q3_K_M,6.3GB,16K,Text,ollama pull nexusraven:13b-v2-q3_K_M,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-v2-q3_K_L,6.9GB,16K,Text,ollama pull nexusraven:13b-v2-q3_K_L,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-v2-q4_0,7.4GB,16K,Text,ollama pull nexusraven:13b-v2-q4_0,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-v2-q4_1,8.2GB,16K,Text,ollama pull nexusraven:13b-v2-q4_1,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-v2-q4_K_S,7.4GB,16K,Text,ollama pull nexusraven:13b-v2-q4_K_S,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-v2-q4_K_M,7.9GB,16K,Text,ollama pull nexusraven:13b-v2-q4_K_M,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-v2-q5_0,9.0GB,16K,Text,ollama pull nexusraven:13b-v2-q5_0,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-v2-q5_1,9.8GB,16K,Text,ollama pull nexusraven:13b-v2-q5_1,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-v2-q5_K_S,9.0GB,16K,Text,ollama pull nexusraven:13b-v2-q5_K_S,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-v2-q5_K_M,9.2GB,16K,Text,ollama pull nexusraven:13b-v2-q5_K_M,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-v2-q6_K,11GB,16K,Text,ollama pull nexusraven:13b-v2-q6_K,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-v2-q8_0,14GB,16K,Text,ollama pull nexusraven:13b-v2-q8_0,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-v2-fp16,26GB,16K,Text,ollama pull nexusraven:13b-v2-fp16,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-q2_K,5.4GB,16K,Text,ollama pull nexusraven:13b-q2_K,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-q3_K_S,5.7GB,16K,Text,ollama pull nexusraven:13b-q3_K_S,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-q3_K_M,6.3GB,16K,Text,ollama pull nexusraven:13b-q3_K_M,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-q3_K_L,6.9GB,16K,Text,ollama pull nexusraven:13b-q3_K_L,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-q4_0,7.4GB,16K,Text,ollama pull nexusraven:13b-q4_0,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-q4_1,8.2GB,16K,Text,ollama pull nexusraven:13b-q4_1,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-q4_K_S,7.4GB,16K,Text,ollama pull nexusraven:13b-q4_K_S,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-q4_K_M,7.9GB,16K,Text,ollama pull nexusraven:13b-q4_K_M,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-q5_0,9.0GB,16K,Text,ollama pull nexusraven:13b-q5_0,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-q5_1,9.8GB,16K,Text,ollama pull nexusraven:13b-q5_1,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-q5_K_S,9.0GB,16K,Text,ollama pull nexusraven:13b-q5_K_S,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-q5_K_M,9.2GB,16K,Text,ollama pull nexusraven:13b-q5_K_M,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-q6_K,11GB,16K,Text,ollama pull nexusraven:13b-q6_K,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-q8_0,14GB,16K,Text,ollama pull nexusraven:13b-q8_0,2 years ago
nexusraven,Nexus Raven is a 13B instruction tuned model for function calling tasks.,,13b,nexusraven:13b-fp16,26GB,16K,Text,ollama pull nexusraven:13b-fp16,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:latest,19GB,16K,Text,ollama pull phind-codellama:latest,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b,19GB,16K,Text,ollama pull phind-codellama:34b,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-python,19GB,16K,Text,ollama pull phind-codellama:34b-python,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-python-q2_K,14GB,16K,Text,ollama pull phind-codellama:34b-python-q2_K,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-python-q3_K_S,15GB,16K,Text,ollama pull phind-codellama:34b-python-q3_K_S,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-python-q3_K_M,16GB,16K,Text,ollama pull phind-codellama:34b-python-q3_K_M,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-python-q3_K_L,18GB,16K,Text,ollama pull phind-codellama:34b-python-q3_K_L,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-python-q4_0,19GB,16K,Text,ollama pull phind-codellama:34b-python-q4_0,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-python-q4_1,21GB,16K,Text,ollama pull phind-codellama:34b-python-q4_1,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-python-q4_K_S,19GB,16K,Text,ollama pull phind-codellama:34b-python-q4_K_S,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-python-q4_K_M,20GB,16K,Text,ollama pull phind-codellama:34b-python-q4_K_M,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-python-q5_0,23GB,16K,Text,ollama pull phind-codellama:34b-python-q5_0,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-python-q5_1,25GB,16K,Text,ollama pull phind-codellama:34b-python-q5_1,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-python-q5_K_S,23GB,16K,Text,ollama pull phind-codellama:34b-python-q5_K_S,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-python-q5_K_M,24GB,16K,Text,ollama pull phind-codellama:34b-python-q5_K_M,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-python-q6_K,28GB,16K,Text,ollama pull phind-codellama:34b-python-q6_K,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-python-q8_0,36GB,16K,Text,ollama pull phind-codellama:34b-python-q8_0,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-python-fp16,67GB,16K,Text,ollama pull phind-codellama:34b-python-fp16,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-v2,19GB,16K,Text,ollama pull phind-codellama:34b-v2,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-v2-q2_K,14GB,16K,Text,ollama pull phind-codellama:34b-v2-q2_K,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-v2-q3_K_S,15GB,16K,Text,ollama pull phind-codellama:34b-v2-q3_K_S,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-v2-q3_K_M,16GB,16K,Text,ollama pull phind-codellama:34b-v2-q3_K_M,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-v2-q3_K_L,18GB,16K,Text,ollama pull phind-codellama:34b-v2-q3_K_L,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-v2-q4_0,19GB,16K,Text,ollama pull phind-codellama:34b-v2-q4_0,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-v2-q4_1,21GB,16K,Text,ollama pull phind-codellama:34b-v2-q4_1,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-v2-q4_K_S,19GB,16K,Text,ollama pull phind-codellama:34b-v2-q4_K_S,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-v2-q4_K_M,20GB,16K,Text,ollama pull phind-codellama:34b-v2-q4_K_M,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-v2-q5_0,23GB,16K,Text,ollama pull phind-codellama:34b-v2-q5_0,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-v2-q5_1,25GB,16K,Text,ollama pull phind-codellama:34b-v2-q5_1,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-v2-q5_K_S,23GB,16K,Text,ollama pull phind-codellama:34b-v2-q5_K_S,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-v2-q5_K_M,24GB,16K,Text,ollama pull phind-codellama:34b-v2-q5_K_M,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-v2-q6_K,28GB,16K,Text,ollama pull phind-codellama:34b-v2-q6_K,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-v2-q8_0,36GB,16K,Text,ollama pull phind-codellama:34b-v2-q8_0,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-v2-fp16,67GB,16K,Text,ollama pull phind-codellama:34b-v2-fp16,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-q2_K,14GB,16K,Text,ollama pull phind-codellama:34b-q2_K,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-q3_K_S,15GB,16K,Text,ollama pull phind-codellama:34b-q3_K_S,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-q3_K_M,16GB,16K,Text,ollama pull phind-codellama:34b-q3_K_M,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-q3_K_L,18GB,16K,Text,ollama pull phind-codellama:34b-q3_K_L,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-q4_0,19GB,16K,Text,ollama pull phind-codellama:34b-q4_0,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-q4_1,21GB,16K,Text,ollama pull phind-codellama:34b-q4_1,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-q4_K_S,19GB,16K,Text,ollama pull phind-codellama:34b-q4_K_S,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-q4_K_M,20GB,16K,Text,ollama pull phind-codellama:34b-q4_K_M,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-q5_0,23GB,16K,Text,ollama pull phind-codellama:34b-q5_0,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-q5_1,25GB,16K,Text,ollama pull phind-codellama:34b-q5_1,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-q5_K_S,23GB,16K,Text,ollama pull phind-codellama:34b-q5_K_S,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-q5_K_M,24GB,16K,Text,ollama pull phind-codellama:34b-q5_K_M,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-q6_K,28GB,16K,Text,ollama pull phind-codellama:34b-q6_K,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-q8_0,36GB,16K,Text,ollama pull phind-codellama:34b-q8_0,2 years ago
phind-codellama,Code generation model based on Code Llama.,,34b,phind-codellama:34b-fp16,67GB,16K,Text,ollama pull phind-codellama:34b-fp16,2 years ago
athene-v2,"Athene-V2 is a 72B parameter model which excels at code completion, mathematics, and log extraction tasks.",tools,72b,athene-v2:latest,47GB,32K,Text,ollama pull athene-v2:latest,1 year ago
athene-v2,"Athene-V2 is a 72B parameter model which excels at code completion, mathematics, and log extraction tasks.",tools,72b,athene-v2:72b,47GB,32K,Text,ollama pull athene-v2:72b,1 year ago
athene-v2,"Athene-V2 is a 72B parameter model which excels at code completion, mathematics, and log extraction tasks.",tools,72b,athene-v2:72b-q2_K,30GB,32K,Text,ollama pull athene-v2:72b-q2_K,1 year ago
athene-v2,"Athene-V2 is a 72B parameter model which excels at code completion, mathematics, and log extraction tasks.",tools,72b,athene-v2:72b-q3_K_S,34GB,32K,Text,ollama pull athene-v2:72b-q3_K_S,1 year ago
athene-v2,"Athene-V2 is a 72B parameter model which excels at code completion, mathematics, and log extraction tasks.",tools,72b,athene-v2:72b-q3_K_M,38GB,32K,Text,ollama pull athene-v2:72b-q3_K_M,1 year ago
athene-v2,"Athene-V2 is a 72B parameter model which excels at code completion, mathematics, and log extraction tasks.",tools,72b,athene-v2:72b-q3_K_L,40GB,32K,Text,ollama pull athene-v2:72b-q3_K_L,1 year ago
athene-v2,"Athene-V2 is a 72B parameter model which excels at code completion, mathematics, and log extraction tasks.",tools,72b,athene-v2:72b-q4_0,41GB,32K,Text,ollama pull athene-v2:72b-q4_0,1 year ago
athene-v2,"Athene-V2 is a 72B parameter model which excels at code completion, mathematics, and log extraction tasks.",tools,72b,athene-v2:72b-q4_1,46GB,32K,Text,ollama pull athene-v2:72b-q4_1,1 year ago
athene-v2,"Athene-V2 is a 72B parameter model which excels at code completion, mathematics, and log extraction tasks.",tools,72b,athene-v2:72b-q4_K_S,44GB,32K,Text,ollama pull athene-v2:72b-q4_K_S,1 year ago
athene-v2,"Athene-V2 is a 72B parameter model which excels at code completion, mathematics, and log extraction tasks.",tools,72b,athene-v2:72b-q4_K_M,47GB,32K,Text,ollama pull athene-v2:72b-q4_K_M,1 year ago
athene-v2,"Athene-V2 is a 72B parameter model which excels at code completion, mathematics, and log extraction tasks.",tools,72b,athene-v2:72b-q5_0,50GB,32K,Text,ollama pull athene-v2:72b-q5_0,1 year ago
athene-v2,"Athene-V2 is a 72B parameter model which excels at code completion, mathematics, and log extraction tasks.",tools,72b,athene-v2:72b-q5_1,55GB,32K,Text,ollama pull athene-v2:72b-q5_1,1 year ago
athene-v2,"Athene-V2 is a 72B parameter model which excels at code completion, mathematics, and log extraction tasks.",tools,72b,athene-v2:72b-q5_K_S,51GB,32K,Text,ollama pull athene-v2:72b-q5_K_S,1 year ago
athene-v2,"Athene-V2 is a 72B parameter model which excels at code completion, mathematics, and log extraction tasks.",tools,72b,athene-v2:72b-q5_K_M,54GB,32K,Text,ollama pull athene-v2:72b-q5_K_M,1 year ago
athene-v2,"Athene-V2 is a 72B parameter model which excels at code completion, mathematics, and log extraction tasks.",tools,72b,athene-v2:72b-q6_K,64GB,32K,Text,ollama pull athene-v2:72b-q6_K,1 year ago
athene-v2,"Athene-V2 is a 72B parameter model which excels at code completion, mathematics, and log extraction tasks.",tools,72b,athene-v2:72b-q8_0,77GB,32K,Text,ollama pull athene-v2:72b-q8_0,1 year ago
athene-v2,"Athene-V2 is a 72B parameter model which excels at code completion, mathematics, and log extraction tasks.",tools,72b,athene-v2:72b-fp16,145GB,32K,Text,ollama pull athene-v2:72b-fp16,1 year ago
granite3.2,Granite-3.2 is a family of long-context AI models from IBM Granite fine-tuned for thinking capabilities.,tools,2b,granite3.2:latest,4.9GB,128K,Text,ollama pull granite3.2:latest,1 year ago
granite3.2,Granite-3.2 is a family of long-context AI models from IBM Granite fine-tuned for thinking capabilities.,tools,2b,granite3.2:2b,1.5GB,128K,Text,ollama pull granite3.2:2b,1 year ago
granite3.2,Granite-3.2 is a family of long-context AI models from IBM Granite fine-tuned for thinking capabilities.,tools,2b,granite3.2:8b,4.9GB,128K,Text,ollama pull granite3.2:8b,1 year ago
granite3.2,Granite-3.2 is a family of long-context AI models from IBM Granite fine-tuned for thinking capabilities.,tools,2b,granite3.2:2b-instruct-q4_K_M,1.5GB,128K,Text,ollama pull granite3.2:2b-instruct-q4_K_M,1 year ago
granite3.2,Granite-3.2 is a family of long-context AI models from IBM Granite fine-tuned for thinking capabilities.,tools,2b,granite3.2:2b-instruct-q8_0,2.7GB,128K,Text,ollama pull granite3.2:2b-instruct-q8_0,1 year ago
granite3.2,Granite-3.2 is a family of long-context AI models from IBM Granite fine-tuned for thinking capabilities.,tools,2b,granite3.2:2b-instruct-fp16,5.1GB,128K,Text,ollama pull granite3.2:2b-instruct-fp16,1 year ago
granite3.2,Granite-3.2 is a family of long-context AI models from IBM Granite fine-tuned for thinking capabilities.,tools,2b,granite3.2:8b-instruct-q4_K_M,4.9GB,128K,Text,ollama pull granite3.2:8b-instruct-q4_K_M,1 year ago
granite3.2,Granite-3.2 is a family of long-context AI models from IBM Granite fine-tuned for thinking capabilities.,tools,2b,granite3.2:8b-instruct-q8_0,8.7GB,128K,Text,ollama pull granite3.2:8b-instruct-q8_0,1 year ago
granite3.2,Granite-3.2 is a family of long-context AI models from IBM Granite fine-tuned for thinking capabilities.,tools,2b,granite3.2:8b-instruct-fp16,16GB,128K,Text,ollama pull granite3.2:8b-instruct-fp16,1 year ago
exaone3.5,"EXAONE 3.5 is a collection of instruction-tuned bilingual (English and Korean) generative models ranging from 2.4B to 32B parameters, developed and released by LG AI Research.",,2.4b,exaone3.5:latest,4.8GB,32K,Text,ollama pull exaone3.5:latest,1 year ago
exaone3.5,"EXAONE 3.5 is a collection of instruction-tuned bilingual (English and Korean) generative models ranging from 2.4B to 32B parameters, developed and released by LG AI Research.",,2.4b,exaone3.5:2.4b,1.6GB,32K,Text,ollama pull exaone3.5:2.4b,1 year ago
exaone3.5,"EXAONE 3.5 is a collection of instruction-tuned bilingual (English and Korean) generative models ranging from 2.4B to 32B parameters, developed and released by LG AI Research.",,2.4b,exaone3.5:7.8b,4.8GB,32K,Text,ollama pull exaone3.5:7.8b,1 year ago
exaone3.5,"EXAONE 3.5 is a collection of instruction-tuned bilingual (English and Korean) generative models ranging from 2.4B to 32B parameters, developed and released by LG AI Research.",,2.4b,exaone3.5:32b,19GB,32K,Text,ollama pull exaone3.5:32b,1 year ago
exaone3.5,"EXAONE 3.5 is a collection of instruction-tuned bilingual (English and Korean) generative models ranging from 2.4B to 32B parameters, developed and released by LG AI Research.",,2.4b,exaone3.5:2.4b-instruct-q4_K_M,1.6GB,32K,Text,ollama pull exaone3.5:2.4b-instruct-q4_K_M,1 year ago
exaone3.5,"EXAONE 3.5 is a collection of instruction-tuned bilingual (English and Korean) generative models ranging from 2.4B to 32B parameters, developed and released by LG AI Research.",,2.4b,exaone3.5:2.4b-instruct-q8_0,2.8GB,32K,Text,ollama pull exaone3.5:2.4b-instruct-q8_0,1 year ago
exaone3.5,"EXAONE 3.5 is a collection of instruction-tuned bilingual (English and Korean) generative models ranging from 2.4B to 32B parameters, developed and released by LG AI Research.",,2.4b,exaone3.5:2.4b-instruct-fp16,5.3GB,32K,Text,ollama pull exaone3.5:2.4b-instruct-fp16,1 year ago
exaone3.5,"EXAONE 3.5 is a collection of instruction-tuned bilingual (English and Korean) generative models ranging from 2.4B to 32B parameters, developed and released by LG AI Research.",,2.4b,exaone3.5:7.8b-instruct-q4_K_M,4.8GB,32K,Text,ollama pull exaone3.5:7.8b-instruct-q4_K_M,1 year ago
exaone3.5,"EXAONE 3.5 is a collection of instruction-tuned bilingual (English and Korean) generative models ranging from 2.4B to 32B parameters, developed and released by LG AI Research.",,2.4b,exaone3.5:7.8b-instruct-q8_0,8.3GB,32K,Text,ollama pull exaone3.5:7.8b-instruct-q8_0,1 year ago
exaone3.5,"EXAONE 3.5 is a collection of instruction-tuned bilingual (English and Korean) generative models ranging from 2.4B to 32B parameters, developed and released by LG AI Research.",,2.4b,exaone3.5:7.8b-instruct-fp16,16GB,32K,Text,ollama pull exaone3.5:7.8b-instruct-fp16,1 year ago
